Incident Date,Incident Name,Category,Target Industry,Attack Vector,Attributed Actor Type,Impacted Entities,Financial Cost,APT vs Opportunistic,Source,Source URL,Notes,MITRE ATT&CK ID,Attack Technique,Attack Behavior,Attack Indicator,Artifact,Detection Method,Time to Detect,Detection Coverage,Incident Failure Point,Compliance Status,Contingency/Backup Plan,Disruption Type,Business Impact
2023-05-31,MOVEit Transfer (CVE-2023-34362) mass exploitation,Software Supply Chain,Managed File Transfer/Enterprise Software,Vulnerability exploitation (SQL injection); Data exfiltration,Cybercriminal (Cl0p ransomware group),"Progress Software; 2,700+ organizations; 95M+ records; federal agencies, universities, healthcare, financial services","~$2,700,000,000 (IBM Security estimate)",Opportunistic,"Public reporting (CISA, IBM Security)",https://databreachcost.com/case/moveit-2023,SQL injection zero-day; LEMURLOOT webshell; pure data extortion campaign; largest supply-chain breach by economic impact,T1190 + T1505.003 + T1567 + T1486,Exploit Public-Facing Application; Server Software Component: Web Shell; Exfiltration Over Web Service; Data Encrypted for Impact (extortion without encryption in most cases),"CL0P exploited a SQL injection zero-day (CVE-2023-34362) in Progress MOVEit Transfer to plant the LEMURHUMAN/LEMURLOOT webshell (human2.aspx), enumerate Azure/SQL storage credentials and bulk-exfiltrate transferred files for extortion.",human2.aspx or similar unexpected .aspx files in the MOVEit wwwroot; new sysadmin-level MOVEit user 'Health Check Service'; unusual large outbound transfers; suspicious SQL activity in MOVEit database logs,LEMURLOOT (human2.aspx) webshell; CL0P extortion infrastructure; custom SQL injection exploit for CVE-2023-34362,Customer reports of suspicious activity plus vendor investigation; Progress published an advisory and emergency patch,~4 days of mass exploitation before public detection (activity from ~2023-05-27; advisory 2023-05-31); earlier probing observed in 2021-2022,Partial,Application security of an internet-facing managed file transfer product - unauthenticated SQL injection in a system holding aggregated sensitive data,SEC and state breach-notification filings by many victims; HIPAA notifications (health data); GDPR notifications in the EU/UK; class-action litigation,"Backups largely unaffected (data theft, not destruction); response focused on patching, webshell removal and mass notification",Data breach,"More than 2,700 organizations and an estimated 90+ million individuals were affected through a single file-transfer product, generating one of the largest multi-year notification and litigation cascades on record."
2023-07-01,Retool development platform MFA bypass,Software Supply Chain,Developer Tools/DevOps,Spear phishing; Attack chaining; Credential compromise,Unknown / Not attributed,Retool; customer accounts; Fortress Trust; $15M crypto theft,"$15,000,000",Opportunistic,CNCF TAG Security Catalog,https://retool.com/blog/mfa-isnt-mfa,Spear phishing and voice deepfaking compromised employee Google account for MFA,T1566.004 + T1621 + T1111 + T1078,Phishing: Spearphishing Voice; Multi-Factor Authentication Request Generation; Multi-Factor Authentication Interception; Valid Accounts,"An SMS phishing lure plus an AI-voice phone call impersonating IT convinced a Retool employee to hand over an MFA code; because Google Authenticator's new cloud sync mirrored OTP seeds to the compromised Google account, the attacker inherited durable MFA for internal admin systems and pivoted into 27 crypto customer accounts.",SMS with a fake Retool identity-portal link; deepfaked voice call to an employee; Google account sync of Authenticator seeds; admin session takeover and customer account changes,Phishing kit impersonating Retool IdP; AI voice-cloning; abuse of Google Authenticator cloud sync,Internal monitoring and customer reports of unauthorized account changes; Retool published a post-mortem,"Hours to days (same-day discovery of the compromised account, with impact confirmed shortly after)",Partial,MFA design and human process - cloud-synced OTP seeds and no phishing-resistant hardware keys for privileged internal access,Not reported (public post-mortem; affected crypto customers notified),"Credential and MFA reset, migration toward hardware security keys; no data restoration needed",Financial fraud,"27 cloud customers - all in crypto - had accounts taken over with about $15M drained from one (Fortress Trust), and the incident became the reference case against cloud-synced MFA seeds in enterprises."
2023-10-19,Okta support system breach,Software Supply Chain,Identity/Access Management,Credential compromise; Session token theft,Unknown / Not attributed,"Okta; 134 customers (<1%); 1Password, BeyondTrust, Cloudflare; all Okta certified users",Okta shares fell 11%,Other/Unknown,Public reporting,https://www.manageengine.com/blog/it-security/understanding-the-okta-supply-chain-attack-of-2023-a-comprehensive-analysis.html,Employee personal Google account compromised on work laptop; HAR files with session tokens stolen,T1078 + T1552.004 + T1550.001 + T1539,Valid Accounts; Unsecured Credentials: Private Keys; Use Alternate Authentication Material: Application Access Token; Steal Web Session Cookie,"An attacker used a stolen service-account credential (saved in a personal Google profile on an Okta-managed laptop) to access Okta's customer support case system and harvest HAR files containing live session tokens, then replayed those tokens against customer tenants.",Support-system access from unusual IPs; bulk downloading of customer HAR files; session-token replay creating admin activity in customer Okta tenants; suspicious IdP additions reported by customers,Stolen HAR files with embedded session cookies; compromised Okta support service account,Customer report - 1Password (and later BeyondTrust and Cloudflare) reported suspicious activity to Okta before Okta confirmed,"~2-3 weeks (access from late September 2023; confirmed and disclosed 2023-10-19/20), with the broader case-data exposure disclosed a month later",No,"Support-process data handling and credential management - sensitive HAR artifacts stored with live tokens, and a service account without adequate isolation or MFA",SEC 8-K disclosure by Okta; customer breach notifications; regulatory scrutiny of identity-provider controls,"Response by session revocation, token sanitization requirements and administrative MFA enforcement rather than backup restoration",Credential theft,"134 customers were directly affected with five suffering session hijacking, and the later disclosure that names/emails of all ~18,400 support customers were taken drove sector-wide changes to HAR handling and admin session policy."
2024-01-01,GitGot: npm packages using GitHub for exfiltration,Software Supply Chain,Open Source/Package Registry,Malicious package; Trust and signing compromise,Cybercriminal / Financially motivated,NPM; warbeast2000 (~400 downloads); kodiak2k (~950 downloads); SSH keys stolen,Not available,Opportunistic,CNCF TAG Security Catalog,https://www.reversinglabs.com/blog/gitgot-cybercriminals-using-github-to-store-stolen-data,npm packages designed to steal SSH keys using GitHub as exfiltration storage,T1195.001 + T1553.002,Supply Chain Compromise: Compromise Software Dependencies and Development Tools; Subvert Trust Controls: Code Signing,"Attacker leveraged malicious package; trust and signing compromise against GitGot: npm packages using GitHub for exfiltration to insert or execute unauthorized code in the victim's software supply chain; actor profile: Cybercriminal / Financially motivated. Mapped to T1195.001, T1553.002 based on the reported vector.",newly published or renamed package versions with install-time scripts; outbound connections from build/CI hosts,"Malicious registry package with install-time script (payload varies: infostealer, backdoor, cryptominer)",Third-party security research,Unknown,Unknown,Package registry verification; Code-signing trust validation,Not reported,Unknown,Data breach,Data breach affecting NPM; warbeast2000 (~400 downloads); kodiak2k (~950 downloads); SSH keys stolen; no public financial figure. Downstream effect flowed through the compromised component to dependent organizations and users.
2024-01-01,LaiXi/3proxy signed malware (digital certificate abuse),Software Supply Chain,Mobile Software,Trust and signing compromise; Certificate attack,Unknown / Not attributed,Microsoft Windows Hardware Compatibility certificate; Hainan YouHu Technology Co. Ltd; Android screen-sharing app users,Not available,Other/Unknown,CNCF TAG Security Catalog,https://news.sophos.com/en-us/2024/04/09/smoke-and-screen-mirrors-a-strange-signed-backdoor/; https://asec.ahnlab.com/en/63396/,Malware signed with legitimate Microsoft WHCP certificate,T1553.002,Subvert Trust Controls: Code Signing,Attacker leveraged trust and signing compromise; certificate attack against LaiXi/3proxy signed malware (digital certificate abuse) to insert or execute unauthorized code in the victim's software supply chain; actor profile: Unknown / Not attributed. Mapped to T1553.002 based on the reported vector.,anomalous change to a trusted third-party component; unexpected outbound network activity,Abused code-signing certificate and signed malware,Third-party security research,Unknown,Unknown,Code-signing key and certificate governance; Code-signing trust validation,Not reported,Unknown,Service disruption,Service disruption affecting Microsoft Windows Hardware Compatibility certificate; Hainan YouHu Technology Co. Ltd; Android screen-sharing app users; no public financial figure. Downstream effect flowed through the compromised component to dependent organizations and users.
2024-03-29,XZ Utils backdoor (CVE-2024-3094),Software Supply Chain,Open Source/Linux Infrastructure,Malicious maintainer; Build system compromise; Attack chaining,Unknown / Not attributed (suspected state-sponsored),"XZ Utils; Fedora, Debian, Kali Linux, openSUSE, Arch Linux, Homebrew, pkgsrc; SSH servers",Not available,APT,CNCF TAG Security Catalog,https://securitylabs.datadoghq.com/articles/xz-backdoor-cve-2024-3094/,Multi-year social engineering to attain maintainer status; backdoor in liblzma targeting sshd; CVSS 10,T1195.001 + T1195.002 + T1554 + T1556 + T1608,Supply Chain Compromise: Compromise Software Dependencies and Development Tools; Compromise Software Supply Chain; Compromise Host Software Binary; Modify Authentication Process; Stage Capabilities,"The persona 'Jia Tan' spent roughly two years building maintainer trust in xz-utils, then hid an obfuscated payload in test fixture files that the release-tarball build scripts assembled into liblzma, hooking RSA_public_decrypt so that a specific attacker key granted pre-authentication remote code execution via systemd-linked sshd.",xz 5.6.0/5.6.1 release tarballs differing from the Git tree; binary 'test' files not present in source control; ~500ms extra CPU during sshd logins; Valgrind errors in liblzma; IFUNC resolver hooking symbols in OpenSSL,Backdoored liblzma in xz 5.6.0/5.6.1 (CVE-2024-3094); obfuscated bad-3-corrupt_lzma2.xz / good-large_compressed.lzma test payloads; malicious m4/build-to-host.m4 build script,Researcher disclosure - Andres Freund investigated sshd performance anomalies and Valgrind errors and reported to oss-security,~2 years of social engineering and ~1 month of backdoored releases before discovery,No,"Open-source maintainer trust and release-tarball reproducibility - shipped tarballs were not built from, or comparable to, the reviewed source repository",CISA and distribution vendor advisories; CVE-2024-3094 assigned CVSS 10.0; federal SBOM/open-source policy discussion,Distributions rolled back to xz 5.4.x before wide production exposure; no restoration needed because unstable channels were caught first,Backdoor/unauthorized access (potential),"A near-miss that would have given a single actor remote root on much of the Linux internet had it reached stable Debian, Fedora and Ubuntu releases; forced emergency downgrades and a durable rethink of solo-maintainer dependency risk."
2024-06-25,Polyfill.io infrastructure takeover,Software Supply Chain,Web Infrastructure/CDN,Publishing infrastructure compromise; Code injection,Unknown / Not attributed,"polyfill.io; 100,000+ websites; ~4% of the web; BootCSS, BootCDN, Staticfile",Not available,Other/Unknown,CNCF TAG Security Catalog,https://sansec.io/research/polyfill-supply-chain-attack,Chinese company acquired domains; malware served from CDN; Cloudflare and Fastly offered replacements,T1195.002 + T1189 + T1071.001,Supply Chain Compromise: Compromise Software Supply Chain; Drive-by Compromise; Application Layer Protocol: Web Protocols,"After the polyfill.io domain and GitHub account changed hands, the new operator served conditionally malicious JavaScript from cdn.polyfill.io that redirected mobile users to scam and betting sites while evading admin/devtools sessions.",cdn.polyfill[.]io responses varying by user agent; injected redirects to googie-anaiytics[.]com and similar typosquat domains; delayed mobile-only redirects; Cloudflare/Namecheap intervention notices,Malicious dynamically served polyfill JavaScript; googie-anaiytics[.]com redirect infrastructure,Researcher disclosure - Sansec published analysis after community warnings about the domain sale,~4 months from domain acquisition (February 2024) to confirmed malicious injection reporting (June 2024),Partial,"Third-party script trust - production sites loading executable code from a remote CDN they did not control, with no SRI or self-hosting",PCI DSS 4.0 script-integrity requirements implicated for ecommerce sites; Google ad warnings to affected merchants,Mitigation by switching to Fastly/Cloudflare mirrors or self-hosted polyfills; Cloudflare auto-rewrote links,Malicious code injection / user redirection,"Over 100,000 websites - including major ecommerce and government sites - unknowingly served malicious script to visitors, triggering emergency removal of the dependency and renewed enforcement of subresource integrity."
2024-12-02,Solana Web3.js malicious code injection,Software Supply Chain,Cryptocurrency/Blockchain,Account takeover; Code injection; Malicious package,Cybercriminal / Financially motivated,NPM @solana/web3.js; 400K weekly downloads; 51M total downloads; crypto bots and dapps,"~$130,000",Opportunistic,CNCF TAG Security Catalog,https://www.reversinglabs.com/blog/malware-found-in-solana-npm-library-with-50m-downloads,Malicious versions 1.95.6/1.95.7 exfiltrated private keys; active for ~6 hours,T1195.001 + T1078 + T1552.001,Supply Chain Compromise: Compromise Software Dependencies and Development Tools; Valid Accounts; Unsecured Credentials: Credentials In Files,A phishing-driven takeover of an npm publish account allowed release of @solana/web3.js 1.95.6 and 1.95.7 containing an addToQueue backdoor that exfiltrated private keys through a fake CloudFlare header to an attacker server.,Versions 1.95.6/1.95.7 only; 'addToQueue' function sending keys via an X-Cloudflare-* style header to sol-rpc[.]xyz; unauthorized transfers from bot/backend wallets,Backdoored @solana/web3.js 1.95.6/1.95.7; sol-rpc[.]xyz exfiltration endpoint,Third-party security research and maintainer investigation after community reports of drained wallets,~5 hours of exposure window; publicly confirmed within about a day,Yes,Publish-account security for a critical blockchain SDK - phishable credentials with unrestricted publish rights,Not reported (project advisory; affected projects notified),Malicious versions deprecated and 1.95.8 released within hours; affected operators rotated keys and moved funds,Financial fraud,"An SDK with ~400,000 weekly downloads leaked private keys from server-side bots and custodial services, with roughly $130,000 in crypto stolen before the window closed."
2025-03-14,tj-actions/changed-files GitHub Action compromise,Software Supply Chain,CI/CD/Developer Tools,CI/CD compromise; Credential compromise; Tag retagging,Unknown / Not attributed,"GitHub Actions; 23,000+ repositories; CI runner credentials exposed in build logs",Not available,Other/Unknown,Public reporting (CVE-2025-30066),https://www.bleepingcomputer.com/news/security/popular-github-action-tj-actions-changed-files-is-compromised/,Compromised bot account PAT; 350+ version tags retagged to malicious commit; credentials dumped to public logs,T1195.002 + T1552.001 + T1078 + T1195,Supply Chain Compromise: Compromise Software Supply Chain; Unsecured Credentials: Credentials In Files; Valid Accounts; Tag retagging of a mutable Git reference,"After compromising a bot personal access token (originally via the reviewdog/action-setup action), the attacker retagged all version tags of tj-actions/changed-files to a malicious commit that dumped CI runner memory and printed secrets into public workflow logs.",All tj-actions/changed-files tags pointing to one unexpected commit; workflow logs containing double-base64-encoded secrets; outbound fetch of a gist-hosted Python memory-dump script; CVE-2025-30066,Malicious changed-files commit; memory-scraping Python payload hosted in a GitHub gist; compromised reviewdog/action-setup as upstream vector,Third-party security research - StepSecurity and Wiz detected anomalous network calls from CI runners and public log leakage,~2 days (malicious retag 2025-03-14; public detection and GitHub takedown 2025-03-15/16),Yes,"CI/CD dependency pinning - referencing mutable Git tags instead of immutable commit SHAs, plus over-privileged bot tokens",CISA KEV listing for CVE-2025-30066; GitHub advisory; downstream customer notifications,"GitHub removed the action, maintainers rotated the PAT and republished clean tags; affected repos rotated leaked secrets",Credential theft,"More than 23,000 repositories referenced the action and roughly 200 leaked secrets into public logs, driving an industry-wide move to SHA-pinned GitHub Actions and least-privilege workflow tokens."
2025-08-01,Salesloft/Drift OAuth token compromise,Software Supply Chain,Sales/Marketing Software,OAuth token compromise; Credential compromise,Unknown / Not attributed,"Salesloft; Drift; 700+ organizations; CRM, cloud, collaboration, email systems",Not available,Other/Unknown,Public reporting,https://cyberint.com/blog/research/recent-supply-chain-attacks-examined/,OAuth refresh tokens compromised; no direct credentials or malware required,T1078 + T1550.001 + T1552,Valid Accounts; Use Alternate Authentication Material: Application Access Token; Valid Accounts; Unsecured Credentials,"Attacker leveraged oauth token compromise; credential compromise against Salesloft/Drift OAuth token compromise to insert or execute unauthorized code in the victim's software supply chain; actor profile: Unknown / Not attributed. Mapped to T1078, T1550.001, T1552 based on the reported vector.",logins/publishes from unfamiliar IPs or geographies; new API tokens or app credentials,Not publicly detailed,Internal monitoring,Unknown,Unknown,OAuth token scope and lifecycle management; Credential management,Not reported,Unknown,Credential theft,"Credential theft affecting Salesloft; Drift; 700+ organizations; CRM, cloud, collaboration, email systems; no public financial figure. Downstream effect flowed through the compromised component to dependent organizations and users."
2025-09-08,NPM chalk/debug + 17 packages compromise (Great NPM Heist),Software Supply Chain,Open Source/Package Registry,Phishing; Account takeover; Code injection; Malicious package,Cybercriminal / Financially motivated,"NPM; chalk, debug, 17+ packages; 2B+ combined weekly downloads; crypto wallet hijacking",Minimal (2-hour live window); rapid community detection,Opportunistic,Public reporting,https://intel.threadlinqs.com/threat/TL-2026-1714,Phishing from fake npmjs.help domain; 2FA intercepted; crypto transaction hijacking in browser context,T1195.001 + T1566.002 + T1111 + T1557,Supply Chain Compromise: Compromise Software Dependencies and Development Tools; Phishing: Spearphishing Link; Multi-Factor Authentication Interception; Adversary-in-the-Middle,"A phishing email from a look-alike npmjs support domain harvested maintainer credentials and 2FA/TOTP codes, letting the attacker publish trojanized versions of chalk, debug, ansi-styles and 15+ other packages containing a browser-side crypto clipper that silently swapped wallet addresses in window.ethereum and Solana transactions.",Publishes from an unusual IP shortly after a support-themed phishing email from npmjs[.]help; obfuscated 'checkethereumw' function injected into bundled JS; wallet-address substitution using Levenshtein-similar attacker addresses,Trojanized chalk/debug/ansi-styles/color-convert npm versions; browser crypto-clipper payload,"Community/vendor detection - developers and security vendors (Aikido, Socket, Wiz) flagged anomalous releases within roughly two hours",~2 hours from malicious publish to public detection and package removal,Yes,Maintainer account security and publish authorization - phishable TOTP-based 2FA rather than phishing-resistant keys or trusted publishing,Not reported (npm/GitHub security advisories; ecosystem-wide notification),Rapid version yanking and republication of clean releases; lockfile pinning let most consumers avoid the bad versions,Financial fraud,"Packages with over 2 billion weekly downloads combined were briefly poisoned, prompting mass lockfile audits and CI rebuilds across the JavaScript ecosystem, though actual crypto theft was limited to a few hundred dollars because detection was fast."
2025-11-21,Shai-Hulud 2.0 npm worm,Software Supply Chain,Open Source/Package Registry,Self-propagating worm; Account takeover; Preinstall execution,Cybercriminal / Financially motivated,"25,000+ GitHub repositories; hundreds of maintainers; 100M+ combined monthly downloads; Zapier, ENS Domains, PostHog, Postman",Not available,Opportunistic,Public reporting,https://securityboulevard.com/2026/07/the-7-biggest-supply-chain-attacks-of-2026/,Self-propagating npm worm; preinstall execution; fake Bun runtime disguise; blockchain-based C2,T1195.001 + T1552.001 + T1078.004 + T1567.001 + T1053,Supply Chain Compromise: Compromise Software Dependencies and Development Tools; Unsecured Credentials: Credentials In Files; Valid Accounts: Cloud Accounts; Exfiltration to Code Repository; Scheduled Task/Job,"The second-generation Shai-Hulud worm ran on npm preinstall, harvested npm/GitHub/cloud tokens with TruffleHog-style scanning, published itself into every package the stolen maintainer token could reach and pushed stolen secrets to public GitHub repositories, adding destructive behavior when no token was found.",preinstall scripts invoking bundled setup_bun.js/bun_environment.js; new public GitHub repos containing secrets with Shai-Hulud branding; unexpected package versions published under many maintainers within minutes; GitHub Actions workflow injection,Shai-Hulud 2.0 npm worm ('The Second Coming'); TruffleHog-based credential scanner; Bun-based loader,"Third-party security research plus registry telemetry - vendors (Wiz, Aikido, Socket, HelixGuard) and GitHub detected mass anomalous publishes",Hours (rapid worm propagation detected the same day it began spreading),Yes,"Lifecycle script execution and token scope - npm install-time code execution combined with long-lived, broadly scoped publish tokens",Not reported (npm/GitHub advisories; mandatory token revocation and trusted-publishing rollout),"Ecosystem response was mass token revocation, version unpublishing and lockfile pinning; some victims restored repos from Git history",Credential theft,"Hundreds of npm packages across major vendors were republished with worm code, leaking tens of thousands of developer and cloud secrets and accelerating npm's shift to trusted publishing and short-lived tokens."
2025-12-24,Trust Wallet Chrome extension hack,Software Supply Chain,Cryptocurrency/Browser Extensions,Account takeover; Code injection; Credential compromise,Cybercriminal / Financially motivated,"Trust Wallet; ~2,500 wallets; Chrome Web Store users","$8,500,000",Opportunistic,Public reporting,https://securityboulevard.com/2026/07/the-7-biggest-supply-chain-attacks-of-2026/,Credentials stolen via Shai-Hulud; trojanized extension v2.68 published; wallet seed phrases captured,T1195.002 + T1556 + T1539 + T1552.001,Supply Chain Compromise: Compromise Software Supply Chain; Modify Authentication Process; Steal Web Session Cookie; Unsecured Credentials: Credentials In Files,"Attackers pushed a trojanized build of the Trust Wallet browser extension through the compromised publishing pipeline, which exfiltrated seed phrases and private keys and rewrote transaction destinations, draining user wallets.",Unexpected extension version update outside the normal release cadence; outbound POSTs of encrypted key material from the extension; unauthorized outbound transfers from many wallets in a short window,Trojanized Trust Wallet extension build; wallet-drainer JavaScript payload,Customer complaints of unauthorized transfers plus blockchain analysts tracing a common drainer address,Hours to days (detected after user funds began moving),Partial,Extension release/publishing pipeline integrity and code-signing review for a high-value crypto client,Not reported (user notifications and reimbursement commitments; law-enforcement referrals),Extension pulled and rolled back to a verified build; users instructed to migrate to new seed phrases,Financial fraud,"Roughly $8.5M in user crypto assets was stolen through a single trusted wallet extension update, damaging confidence in browser-extension custody and forcing emergency seed-phrase migration guidance."
2026-03-01,Trivy/CanisterWorm npm self-propagating attack,Software Supply Chain,Security Tools/Open Source,Self-propagating worm; Account takeover; Malicious package,Cybercriminal / Financially motivated,Trivy vulnerability scanner; 47 npm packages; thousands of downloads,Not available,Opportunistic,Public reporting,https://securityboulevard.com/2026/07/the-7-biggest-supply-chain-attacks-of-2026/,Self-propagating; ICP canister blockchain-based C2; first documented use of blockchain for malware C2,T1195.001 + T1078,Supply Chain Compromise: Compromise Software Dependencies and Development Tools; Valid Accounts,"Attacker leveraged self-propagating worm; account takeover; malicious package against Trivy/CanisterWorm npm self-propagating attack to insert or execute unauthorized code in the victim's software supply chain; actor profile: Cybercriminal / Financially motivated. Mapped to T1195.001, T1078 based on the reported vector.",newly published or renamed package versions with install-time scripts; outbound connections from build/CI hosts; logins/publishes from unfamiliar IPs or geographies; new API tokens or app credentials,"Malicious registry package with install-time script (payload varies: infostealer, backdoor, cryptominer)",Third-party security research,Unknown,Unknown,Package registry verification; Install-time script execution and token scope; Credential management / account security,Not reported,Unknown,Malicious code injection,Malicious code injection affecting Trivy vulnerability scanner; 47 npm packages; thousands of downloads; no public financial figure. Downstream effect flowed through the compromised component to dependent organizations and users.
2026-03-09,AppsFlyer SDK crypto wallet swap,Software Supply Chain,Mobile/Web Analytics,CDN compromise; Code injection,Cybercriminal / Financially motivated,"AppsFlyer; 100,000+ web and mobile applications; 48-hour compromise window",Not available,Opportunistic,Public reporting,https://securityboulevard.com/2026/07/the-7-biggest-supply-chain-attacks-of-2026/,AppsFlyer Web SDK modified on CDN to intercept and swap crypto wallet addresses; legitimate analytics continued,T1195.002 + T1189 + T1565.002,Supply Chain Compromise: Compromise Software Supply Chain; Drive-by Compromise; Data Manipulation: Transmitted Data Manipulation,Attackers modified the AppsFlyer analytics SDK delivered from the vendor's CDN so that applications embedding it silently substituted attacker-controlled crypto wallet addresses in transaction flows.,Unexpected change in CDN-hosted SDK bundle hash; wallet address mismatch between UI and signed transaction; anomalous outbound calls from the analytics SDK,Trojanized AppsFlyer SDK bundle; wallet-swap (clipper) payload,Third-party security research and customer reports of mismatched wallet addresses,Days (detected after wallet-swap reports surfaced),Partial,CDN and third-party SDK integrity - no subresource integrity or signed-artifact verification on a dynamically delivered analytics bundle,Not reported (vendor advisory and customer notification),Vendor reverted the CDN artifact to a verified build and rotated distribution credentials,Financial fraud,"Consumer applications embedding a mainstream analytics SDK became crypto-theft vectors for their own users, forcing emergency SDK version pinning and integrity checks across mobile and web publishers."
2026-07-11,Jscrambler npm package compromise,Software Supply Chain,Security Software/Open Source,Account takeover; Malicious package; Code injection,Cybercriminal / Financially motivated,"Jscrambler; npm users; cloud credentials, CI tokens, browser sessions, crypto wallets targeted",Not available,Opportunistic,Public reporting,https://securityboulevard.com/2026/07/the-7-biggest-supply-chain-attacks-of-2026/,Hijacked publishing credential; preinstall hook dropped cross-platform infostealer,T1195.001 + T1078 + T1059,Supply Chain Compromise: Compromise Software Dependencies and Development Tools; Valid Accounts; Command and Scripting Interpreter,"Attacker leveraged account takeover; malicious package; code injection against Jscrambler npm package compromise to insert or execute unauthorized code in the victim's software supply chain; actor profile: Cybercriminal / Financially motivated. Mapped to T1195.001, T1078, T1059 based on the reported vector.",newly published or renamed package versions with install-time scripts; outbound connections from build/CI hosts; logins/publishes from unfamiliar IPs or geographies; new API tokens or app credentials; exploit attempts in application logs; unexpected web shells or child processes,"Malicious registry package with install-time script (payload varies: infostealer, backdoor, cryptominer)",Third-party security research,Unknown,Unknown,Package registry verification; Credential management / account security; Code review and artifact integrity,Not reported,Unknown,Credential theft,"Credential theft affecting Jscrambler; npm users; cloud credentials, CI tokens, browser sessions, crypto wallets targeted; no public financial figure. Downstream effect flowed through the compromised component to dependent organizations and users."
2026-07-13,Nichirei cold-chain logistics cyberattack,Physical/Operational Supply Chain,Food/Cold-Chain Logistics,Suspected ransomware/unauthorized server access (vector undisclosed); IT/OT convergence exploited,Unknown / Not attributed,"Nichirei Corporation; Nichirei Logistics (~140 refrigerated distribution centers, ~5,000 customers); KFC Japan; Aeon; Kura Sushi; Nissui; York Benimaru",Not available (financial impact still being assessed as of disclosure),Other/Unknown,Public reporting,https://www.salmonbusiness.com/nichirei-cyberattack-sends-shockwaves-through-japans-food-supply-chain/,"Physical/operational supply chain attack (not software supply chain). Compromise of Japan's largest cold-storage logistics network cascaded to multiple consumer-facing food and retail brands within days; personal data exposure reported to Japan's Personal Information Protection Commission; recovery began July 17, 2026.",T1486 (suspected) + T1190,Data Encrypted for Impact (suspected); Exploit Public-Facing Application,"Unauthorized access to Nichirei group servers disabled the systems coordinating temperature-controlled warehousing and distribution, with indicators consistent with ransomware deployment.",Sudden failure of order-processing and warehouse management systems; unauthorized server access detected; inability to issue shipping instructions,Unconfirmed (suspected ransomware),Internal detection via system failures - operations staff found core logistics systems unavailable,Unknown (impact detected same day as system failures),Unknown,Resilience of centralized logistics IT with no manual fallback for cold-chain scheduling,Japanese personal information protection notification/disclosure obligations under review,Partial manual/phone-and-fax fallback for shipping instructions during restoration,Operational shutdown,"Frozen and chilled food distribution to supermarkets, convenience stores and restaurants was delayed as cold-chain ordering and warehouse systems went offline, cascading into downstream retail stockouts."
